Date,State,District,Latitude,Longitude,Volatility
2013-08-01,odisha,Bargarh,21.3477634,83.65768299,0.4446414990461651
2013-09-01,odisha,Bargarh,21.3477634,83.65768299,0.4019037856949045
2013-10-01,odisha,Bargarh,21.3477634,83.65768299,0.4075648199252124
2013-11-01,odisha,Bargarh,21.3477634,83.65768299,0.4239315556515238
2013-12-01,odisha,Bargarh,21.3477634,83.65768299,0.5012841885097982
2014-01-01,odisha,Bargarh,21.3477634,83.65768299,0.321900049400399
2014-02-01,odisha,Bargarh,21.3477634,83.65768299,0.4490896011826967
2014-03-01,odisha,Bargarh,21.3477634,83.65768299,0.4238939847364057
2014-04-01,odisha,Bargarh,21.3477634,83.65768299,0.4064684484856172
2014-05-01,odisha,Bargarh,21.3477634,83.65768299,0.3779029467648158
2014-06-01,odisha,Bargarh,21.3477634,83.65768299,0.4465247423029759
2014-07-01,odisha,Bargarh,21.3477634,83.65768299,0.3331584335235433
2014-08-01,odisha,Bargarh,21.3477634,83.65768299,0.5397736683557466
2014-09-01,odisha,Bargarh,21.3477634,83.65768299,0.365992521076
2014-10-01,odisha,Bargarh,21.3477634,83.65768299,0.4148481099043585
2014-11-01,odisha,Bargarh,21.3477634,83.65768299,0.4118472460507987
2014-12-01,odisha,Bargarh,21.3477634,83.65768299,0.4473134031056693
2015-01-01,odisha,Bargarh,21.3477634,83.65768299,0.436542045324644
2015-02-01,odisha,Bargarh,21.3477634,83.65768299,0.382009506396214
2015-03-01,odisha,Bargarh,21.3477634,83.65768299,0.4069090396356794
2015-04-01,odisha,Bargarh,21.3477634,83.65768299,0.4598374823267628
2015-05-01,odisha,Bargarh,21.3477634,83.65768299,0.3664095871720162
2015-06-01,odisha,Bargarh,21.3477634,83.65768299,0.3775535739942622
2015-07-01,odisha,Bargarh,21.3477634,83.65768299,0.4087474233132249
2015-08-01,odisha,Bargarh,21.3477634,83.65768299,0.4426995905840886
2015-09-01,odisha,Bargarh,21.3477634,83.65768299,0.3774745112446044
2015-10-01,odisha,Bargarh,21.3477634,83.65768299,0.37568133613964
2015-11-01,odisha,Bargarh,21.3477634,83.65768299,0.3810368290707485
2015-12-01,odisha,Bargarh,21.3477634,83.65768299,0.3771104479047147
2016-01-01,odisha,Bargarh,21.3477634,83.65768299,0.3590889537414234
2016-02-01,odisha,Bargarh,21.3477634,83.65768299,0.3485291221549481
2016-03-01,odisha,Bargarh,21.3477634,83.65768299,0.3995897574145948
2016-04-01,odisha,Bargarh,21.3477634,83.65768299,0.3533531961260304
2016-05-01,odisha,Bargarh,21.3477634,83.65768299,0.3376607448750518
2016-06-01,odisha,Bargarh,21.3477634,83.65768299,0.4857940162397971
2016-07-01,odisha,Bargarh,21.3477634,83.65768299,0.3096113483616889
2016-08-01,odisha,Bargarh,21.3477634,83.65768299,0.4080110426676589
2016-09-01,odisha,Bargarh,21.3477634,83.65768299,0.4177229316537745
2016-10-01,odisha,Bargarh,21.3477634,83.65768299,0.3619088409469723
2016-11-01,odisha,Bargarh,21.3477634,83.65768299,0.4683651783961735
2016-12-01,odisha,Bargarh,21.3477634,83.65768299,0.3507741387475164
2017-01-01,odisha,Bargarh,21.3477634,83.65768299,0.4052406203384431
2017-02-01,odisha,Bargarh,21.3477634,83.65768299,0.3547772685323219
2017-03-01,odisha,Bargarh,21.3477634,83.65768299,0.5990889962244055
2017-04-01,odisha,Bargarh,21.3477634,83.65768299,0.3802551878735999
2017-05-01,odisha,Bargarh,21.3477634,83.65768299,0.3783494125739757
2017-06-01,odisha,Bargarh,21.3477634,83.65768299,0.5615708302397033
2017-07-01,odisha,Bargarh,21.3477634,83.65768299,0.4134348350638897
2017-08-01,odisha,Bargarh,21.3477634,83.65768299,0.5599796142822696
2017-09-01,odisha,Bargarh,21.3477634,83.65768299,0.3764532678081748
2017-10-01,odisha,Bargarh,21.3477634,83.65768299,0.8623972379266861
2017-11-01,odisha,Bargarh,21.3477634,83.65768299,0.4035873232125298
2017-12-01,odisha,Bargarh,21.3477634,83.65768299,0.5492038867228259
2018-01-01,odisha,Bargarh,21.3477634,83.65768299,0.5121428341025953
2018-02-01,odisha,Bargarh,21.3477634,83.65768299,0.5244060447479694
2018-03-01,odisha,Bargarh,21.3477634,83.65768299,0.6161718269169785
2018-04-01,odisha,Bargarh,21.3477634,83.65768299,0.5046929188390136
