Price Date,condvol,PREC,MAXTEMP
2021-02-01,0.3621650209166672,13.2,36.82
2021-03-01,0.1625081922375056,33.34,43.35
2021-04-01,0.18812800855023637,142.89,42.5
2021-05-01,0.1962395788581775,1154.31,41.58
2021-06-01,0.2727383749394754,1184.9299999999998,39.94
2021-07-01,0.2918730327524066,1710.14,34.65
2021-08-01,0.27693144842287,1209.44,33.39
2021-09-01,0.13735432778045412,2310.68,32.24
2021-10-01,0.24445558789506483,711.2699999999999,32.0
2021-11-01,0.2839789323669475,443.63,29.61
2021-12-01,0.18635998750662222,399.61,27.33
2022-01-01,0.3186132204976261,222.67999999999998,28.47
2022-02-01,0.23216430229291588,109.72,34.59
2022-03-01,0.15526588281214354,3.04,42.73
2022-04-01,0.1680568442960225,30.87,45.88
2022-05-01,0.21870942124254927,555.47,45.08
